FLOOR_AREA,BATHROOMS,CBD_DIST,BEDROOMS,BUILD_YEAR,GARAGE,POSTCODE,NEAREST_STN_DIST,LAND_AREA
160,2,18300,4,2003,2,6164,1800,600
